apps/dataent/dataent/email/doctype/newsletter/newsletter.py +189,Please verify your Email Address,Vahvista sähköpostiosoite
apps/dataent/dataent/model/document.py +1065,none of,mikään
apps/dataent/dataent/public/js/dataent/views/communication.js +87,Send Me A Copy,Lähetä kopio minulle
DocType: Dropbox Settings,App Secret Key,App salainen avain
DocType: Webhook,on_submit,on_submit
apps/dataent/dataent/config/website.py +7,Web Site,Web-sivusto
apps/dataent/dataent/core/page/desktop/all_applications_dialog.html +8,Checked items will be shown on desktop,Valitut nimikkeet tulevat näkymään työpöydällä
apps/dataent/dataent/core/doctype/doctype/doctype.py +821,{0} cannot be set for Single types,{0} ei voi asettaa yhdelle tyypille
DocType: Data Import,Data Import,Tietojen tuonti
apps/dataent/dataent/public/js/dataent/views/reports/report_view.js +348,Configure Chart,Määritä kaavio
apps/dataent/dataent/public/js/dataent/form/form_viewers.js +55,{0} are currently viewing this document,{0} parhaillaan tarkastelevat tätä dokumenttia
DocType: ToDo,Assigned By Full Name,Määrittämä Koko nimi
apps/dataent/dataent/custom/doctype/customize_form/customize_form.py +156,{0} updated,{0} päivitetty
apps/dataent/dataent/core/doctype/doctype/doctype.py +813,Report cannot be set for Single types,raporttia ei voi määrittää yhdelle tyypille
DocType: System Settings,Allow Consecutive Login Attempts ,Salli peräkkäiset kirjautumistyöt
apps/dataent/dataent/templates/pages/integrations/stripe_checkout.html +50,An error occured during the payment process. Please contact us.,Maksutapahtumassa tapahtui virhe. Ota yhteyttä.
apps/dataent/dataent/public/js/dataent/misc/pretty_date.js +52,{0} days ago,{0} päivää sitten
DocType: Email Account,Awaiting Password,Odotetaan Salasana
DocType: Address,Address Line 1,osoiterivi 1
apps/dataent/dataent/public/js/dataent/ui/filters/edit_filter.html +18,Not Descendants Of,Ei jälkeläisiä
DocType: Custom DocPerm,Role,Rooli
apps/dataent/dataent/public/js/dataent/form/templates/print_layout.html +21,Settings...,Asetukset...
apps/dataent/dataent/utils/data.py +520,Cent,sentti
apps/dataent/dataent/public/js/dataent/views/inbox/inbox_view.js +176,Compose Email,Kirjoita sähköposti
apps/dataent/dataent/config/setup.py +221,"States for workflow (e.g. Draft, Approved, Cancelled).","Työketjun vaiheet (esim, Luonnos, Hyväksytty, Peruttu)"
DocType: Print Settings,Allow Print for Draft,Salli Print for Draft
apps/dataent/dataent/public/js/dataent/form/link_selector.js +142,Set Quantity,Aseta yksikkömäärä
apps/dataent/dataent/public/js/legacy/form.js +348,Submit this document to confirm,Vahvista hyväksyväsi tämän dokumentin
DocType: Contact,Unsubscribed,Peruutettu
apps/dataent/dataent/config/setup.py +49,Set custom roles for page and report,Asettaa omat roolit sivulle ja raportti
DocType: Braintree Settings,Merchant ID,Kauppiastunnus
apps/dataent/dataent/public/js/dataent/misc/rating_icons.html +2,Rating: ,Arvostelu:
apps/dataent/dataent/email/receive.py +196,Can not find UIDVALIDITY in imap status response,Ei löydä UIDVALIDITY IMAPissa tilavastauksen
DocType: Address,Dadra and Nagar Haveli,Dadra ja Nagar Haveli
apps/dataent/dataent/desk/page/setup_wizard/setup_wizard.js +419,Attach Your Picture,Liitä Kuva
apps/dataent/dataent/core/doctype/version/version_view.html +69,Row Values Changed,Rivi Arvot Muuttunut
DocType: Workflow State,Stop,pysäytä
DocType: Footer Item,Link to the page you want to open. Leave blank if you want to make it a group parent.,"linkitä sivulle jonka haluat avata, jätä tyhjäksi jos haluat tehdä ryhmän"
DocType: DocType,Is Single,on yksittäinen
apps/dataent/dataent/core/doctype/user/user.py +759,Sign Up is disabled,Rekisteröidy ole käytössä
apps/dataent/dataent/email/queue.py +331,{0} has left the conversation in {1} {2},{0} on lähtenyt keskustelusta {1} {2}
DocType: Blogger,User ID of a Blogger,Bloginkäyttäjän käyttäjätunnus
apps/dataent/dataent/core/doctype/user/user.py +299,There should remain at least one System Manager,Järjestelmällä on oltava vähintään yksi järjestelmänhallitsija
DocType: GCalendar Account,Authorization Code,Authorization Code
DocType: PayPal Settings,Mention transaction completion page URL,Mainitse tapahtuman loppuun sivun URL
DocType: Help Article,Expert,Asiantuntija
DocType: Workflow State,circle-arrow-right,kierrä-nuoli-oikea
DocType: Role Profile,Role Profile,Rooliprofiili
DocType: LDAP Settings,LDAP Server Url,LDAP-palvelin URL
apps/dataent/dataent/public/js/legacy/form.js +72,Cannot open instance when its {0} is open,esimerkkiä ei voi avata silloin kun {0} on auki
,Transaction Log Report,Tapahtumaraportti
DocType: Custom DocPerm,Custom DocPerm,Mukautettu DocPerm
DocType: Newsletter,Send Unsubscribe Link,Send peruutuslinkki
DocType: Notification,Method,Menetelmä
DocType: Report,Script Report,"raportti, kirjoitus"
DocType: OAuth Authorization Code,Scopes,kaukoputket
DocType: About Us Settings,Company Introduction,yrityksen esittely
DocType: DocField,Length,Pituus
apps/dataent/dataent/config/setup.py +147,Restore or permanently delete a document.,Palauttamisesta tai poistamisesta pysyvästi asiakirjaa.
apps/dataent/dataent/integrations/doctype/gsuite_settings/gsuite_settings.js +32,GSuite test executed with success. GSuite integration is correctly configured,GSuite testi toteutettiin menestyksellä. GSuite integrointi on määritetty oikein
DocType: Feedback Trigger,"To add dynamic subject, use jinja tags like

<div><pre><code>{{ doc.name }} Delivered</code></pre></div>","Voit lisätä dynaaminen aihe, käytä Jinja tageja kuten <div><pre> <code>{{ doc.name }} Delivered</code> </pre> </div>"
apps/dataent/dataent/desk/search.py +19,Invalid Search Field {0},Virheellinen hakukenttä {0}
DocType: User,Modules HTML,HTML moduulit
DocType: Email Account,"Track if your email has been opened by the recipient.
<br>
Note: If you're sending to multiple recipients, even if 1 recipient reads the email, it'll be considered ""Opened""","Seuraa, jos vastaanottaja on avannut sähköpostisi. <br> Huomaa: Jos lähetät usealle vastaanottajalle, vaikka 1 vastaanottaja lukee sähköpostin, se katsotaan &quot;Avattu&quot;"
apps/dataent/dataent/public/js/dataent/ui/field_group.js +91,Missing Values Required,puuttuvat arvot vaaditaan
DocType: DocType,Other Settings,Muut asetukset
DocType: Data Migration Connector,Dataent,Dataent
apps/dataent/dataent/core/doctype/communication/communication_list.js +17,Mark as Unread,Merkitse lukemattomaksi
DocType: Activity Log,Operation,Toiminta
DocType: Customize Form,Change Label (via Custom Translation),Muutos Label (via Custom Translation)
apps/dataent/dataent/share.py +137,No permission to {0} {1} {2},Ei lupaa {0} {1} {2}
DocType: Address,Permanent,Pysyvä
apps/dataent/dataent/public/js/dataent/form/workflow.js +44,Note: Other permission rules may also apply,huom: myös muita oikeutussääntöjä voidaan soveltaa
apps/dataent/dataent/templates/emails/print_link.html +2,View this in your browser,Näytä tämä selaimessasi
DocType: DocType,Search Fields,Hakukentät
DocType: System Settings,OTP Issuer Name,OTP: n liikkeeseenlaskijan nimi
DocType: OAuth Bearer Token,OAuth Bearer Token,OAuth Bearer Token
apps/dataent/dataent/public/js/legacy/print_format.js +124,No document selected,Asiakirjaa ei valittu
apps/dataent/dataent/desk/page/setup_wizard/install_fixtures.py +16,Dr,Tri
apps/dataent/dataent/public/js/dataent/dom.js +301,You are connected to internet.,Olet yhteydessä internetiin.
DocType: Social Login Key,Enable Social Login,Salli sosiaalinen kirjautuminen
DocType: Event,Event,tapahtuma
apps/dataent/dataent/public/js/dataent/views/communication.js +651,"On {0}, {1} wrote:","Käytössä {0}, {1} kirjoitti:"
apps/dataent/dataent/custom/doctype/customize_form/customize_form.js +133,Cannot delete standard field. You can hide it if you want,"peruskenttää ei voi poistaa, halutessasi voit piilottaa sen"
DocType: Top Bar Item,For top bar,yläpalkkiin
DocType: Social Login Key,Auth URL Data,Auth URL -data
apps/dataent/dataent/desk/page/backups/backups.py +70,Queued for backup. You will receive an email with the download link,Joudut varmuuskopiointiin. Saat sähköpostiosoitteen latauslinkin avulla
apps/dataent/dataent/utils/bot.py +148,Could not identify {0},Ei voitu tunnistaa {0}
DocType: Address,Address,Osoite
apps/dataent/dataent/templates/pages/integrations/payment-failed.html +3,Payment Failed,Maksu epäonnistui
DocType: Print Settings,In points. Default is 9.,"pisteinä, oletus on 9.."
DocType: OAuth Client,Redirect URIs,Uudelleenohjaa URI
apps/dataent/dataent/desk/doctype/bulk_update/bulk_update.py +47,Submiting {0},Lähettäminen {0}
DocType: Workflow State,heart,sydän
apps/dataent/dataent/www/update-password.html +56,Old Password Required.,Edellyttää vanhaa salasanaa.
DocType: Role,Desk Access,Desk Access
DocType: Workflow State,minus,miinus
DocType: S3 Backup Settings,Bucket,Ämpäri
apps/dataent/dataent/public/js/dataent/request.js +167,Server Error: Please check your server logs or contact tech support.,Palvelinvirhe: tarkista palvelimen lokit tai ota yhteyttä tekniseen tukeen
apps/dataent/dataent/public/js/dataent/ui/capture.js +152,Unable to load camera.,Kameraa ei voi ladata.
apps/dataent/dataent/core/doctype/user/user.py +206,Welcome email sent,Tervetuloa sähköposti lähetetään
apps/dataent/dataent/desk/page/setup_wizard/setup_wizard.js +354,Let's prepare the system for first use.,valmistellaan järjestelmän ensimmäiseen käyttökertaan
apps/dataent/dataent/core/doctype/user/user.py +766,Already Registered,on jo rekisteröitynyt
DocType: System Settings,Float Precision,Kellunta täsmäytys
DocType: Notification,Sender Email,Lähettäjän sähköposti
apps/dataent/dataent/core/doctype/page/page.py +41,Only Administrator can edit,Vain pääkäyttäjä voi muokata
apps/dataent/dataent/public/js/dataent/upload.js +87,Filename,Tiedoston nimi
DocType: DocType,Editable Grid,muokattavat Grid
DocType: Property Setter,Property Setter,Kiinteistövälitys Setter
DocType: Web Form,Allow Print,salli Print
apps/dataent/dataent/custom/doctype/customize_form/customize_form.js +241,Mark the field as Mandatory,Merkitse kentän Pakollinen
DocType: Communication,Clicked,Napsautetaan
apps/dataent/dataent/public/js/legacy/form.js +995,No permission to '{0}' {1},Ei lupaa &quot;{0}&quot; {1}
apps/dataent/dataent/email/doctype/auto_email_report/auto_email_report.js +38,Scheduled to send,Aikataulun lähettää
DocType: DocType,Track Seen,Track Seen
DocType: Dropbox Settings,File Backup,Tiedoston varmuuskopiointi
apps/dataent/dataent/desk/form/utils.py +67,This method can only be used to create a Comment,Tätä menetelmää voidaan käyttää vain kommenttien luontiin
DocType: Kanban Board Column,orange,oranssi
apps/dataent/dataent/public/js/dataent/list/list_renderer.js +629,No {0} found,Tietueita ei löytynyt ({0})
apps/dataent/dataent/config/setup.py +259,Add custom forms.,lisää omia lomakkeita/muotoja
apps/dataent/dataent/desk/like.py +84,{0}: {1} in {2},{0}: {1} in {2}
apps/dataent/dataent/public/js/dataent/form/footer/timeline.js +456,submitted this document,Vahvisti tämän dokumentin
apps/dataent/dataent/core/page/permission_manager/permission_manager_help.html +9,The system provides many pre-defined roles. You can add new roles to set finer permissions.,"Järjestelmässä on monia ennalta määriteltyjä rooleja, voit lisätä uusia rooleja määritelläksesi tarkempia käyttöoikeuksia"
DocType: Communication,CC,CC
DocType: Country,Geo,sijainti
DocType: Data Migration Run,Trigger Name,Trigger Name
DocType: Blog Category,Blog Category,Artikkelikategoria
apps/dataent/dataent/model/mapper.py +123,Cannot map because following condition fails: ,ei voi kartoittaa sillä seuraava edellytys ei täyty:
DocType: Role Permission for Page and Report,Roles HTML,Roolit HTML
apps/dataent/dataent/website/doctype/website_settings/website_settings.js +10,Select a Brand Image first.,Valitse Tuotemerkki Kuva ensimmäinen.
apps/dataent/dataent/core/doctype/user/user_list.js +12,Active,Aktiivinen
apps/dataent/dataent/public/js/dataent/form/grid_row_form.js +52,Insert Below,Lisää alapuolelle
DocType: Kanban Board Column,Blue,sininen
apps/dataent/dataent/custom/doctype/customize_form/customize_form.js +168,All customizations will be removed. Please confirm.,"kaikki omat muokkaukset poistetaan, vahvista"
DocType: Page,Page HTML,HTML:
apps/dataent/dataent/chat/doctype/chat_room/chat_room.py +70,Group name cannot be empty.,Ryhmän nimi ei voi olla tyhjä.
apps/dataent/dataent/public/js/dataent/views/treeview.js +295,Further nodes can be only created under 'Group' type nodes,tulevat sidoket voi olla ainoastaan 'ryhmä' tyyppisiä sidoksia
DocType: SMS Parameter,Header,ylätunniste
apps/dataent/dataent/public/js/dataent/model/model.js +90,Unknown Column: {0},Tuntematon kolumni: {0}
DocType: Notification Recipient,Email By Role,Sähköposti By Role
apps/dataent/dataent/core/page/permission_manager/permission_manager.js +291,Users with role {0}:,"Käyttäjät, joilla on rooli {0}:"
DocType: Print Format,Custom Format,Mukautettu muoto
DocType: Workflow State,random,satunnainen
DocType: Newsletter Email Group,Newsletter Email Group,Uutiskirje Sähköpostiosoite Ryhmä
DocType: Braintree Settings,Integrations,integraatiot
DocType: DocField,Section Break,Osanvaihto
DocType: Address,Warehouse,Varasto
DocType: Address,Other Territory,Muut alueet
,Messages,Viestit
apps/dataent/dataent/config/website.py +83,Portal,Portaali
DocType: Email Account,Use Different Email Login ID,Käytä toista sähköpostiosoitetta kirjautumistunnus
apps/dataent/dataent/desk/query_report.py +48,Must specify a Query to run,kysely on määritettävä jatkaaksesi
apps/dataent/dataent/integrations/doctype/braintree_settings/braintree_settings.py +65,"There seems to be an issue with the server's braintree configuration. Don't worry, in case of failure, the amount will get refunded to your account.","Näyttäisi olevan ongelma palvelimen braintree-kokoonpanon kanssa. Älä huoli, jos vika epäonnistuu, summa palautetaan tilillesi."
apps/dataent/dataent/www/me.html +25,Manage Third Party Apps,Hallinnoi kolmannen osapuolen sovelluksia
apps/dataent/dataent/config/setup.py +76,"Language, Date and Time settings","Kieli, päivämäärä ja kellon asetukset"
DocType: User Email,User Email,Käyttäjä Sähköposti
DocType: Event,Saturday,Lauantai
DocType: User,Represents a User in the system.,Edustaa Käyttäjä järjestelmässä.
DocType: Communication,Label,Nimike
apps/dataent/dataent/desk/form/assign_to.py +148,"The task {0}, that you assigned to {1}, has been closed.",Tehtävä {0} joka on nimetty sinulle {1} on suljettu
apps/dataent/dataent/integrations/doctype/dropbox_settings/dropbox_settings.py +293,Please close this window,Sulje tämä ikkuna
DocType: Print Format,Print Format Type,Tulostusmuodon tyyppi
DocType: Newsletter,A Lead with this Email Address should exist,Tällä sähköpostiosoitteella pitäisi löytyä myyntivihje (Sales Lead)
apps/dataent/dataent/public/js/dataent/ui/toolbar/about.js +7,Open Source Applications for the Web,Open Source Application for the Web
DocType: Website Theme,"Add the name of a ""Google Web Font"" e.g. ""Open Sans""","lisää ""Google Web Font"" nimi, esim.""Open Sans"""
apps/dataent/dataent/public/js/dataent/request.js +176,Request Timed Out,Pyyntö aikakatkaistiin
apps/dataent/dataent/config/setup.py +93,Enable / Disable Domains,Ota käyttöön / poista verkkotunnukset käytöstä
DocType: Role Permission for Page and Report,Allow Roles,salli roolit
DocType: DocType,Hide Toolbar,piilota työkalupalkki
DocType: User,Last Active,Paikalla
DocType: Email Account,SMTP Settings for outgoing emails,SMTP asetukset (lähtevät sähköpostit)
DocType: Data Export,Filter List,Suodatusluettelo
DocType: Data Export,Excel,kunnostautua
apps/dataent/dataent/templates/emails/password_update.html +2,Your password has been updated. Here is your new password,Salasanasi on päivitetty. Tässä uusi salasanasi.
DocType: Email Account,Auto Reply Message,Auto Vastaa Message
DocType: Feedback Trigger,Condition,ehto
apps/dataent/dataent/utils/data.py +634,{0} hours ago,{0} tuntia sitten
apps/dataent/dataent/utils/data.py +644,1 month ago,1 kuukausi sitten
DocType: Contact,User ID,Käyttäjätunnus
DocType: Communication,Sent,Lähetetty
DocType: Address,Kerala,kerala
DocType: File,Lft,Lft
DocType: User,Simultaneous Sessions,Samanaikaiset istunnot
DocType: Social Login Key,Client Credentials,Client valtakirjojen
apps/dataent/dataent/public/js/dataent/ui/toolbar/awesome_bar.js +138,Open a module or tool,Avaa moduuli tai työkalu
DocType: Communication,Delivery Status,toimituksen tila
DocType: Module Def,App Name,sovelluksen nimi
DocType: Workflow,"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Kenttä, joka esittää työketjun vaihetta tapahtumien osalta (ellei kenttää ole tehty, uusi piilotettu kenttä luodaan)"
DocType: Help Article,Knowledge Base Contributor,Tietovaraston käyttäjä
DocType: Communication,Sent Read Receipt,Lähetetyt Lukukuittaus
DocType: Feedback Request,Reference Communication,Viite Communication
DocType: Email Queue,Unsubscribe Method,tilaus Menetelmä
DocType: GSuite Templates,Related DocType,Liittyvät DOCTYPE
apps/dataent/dataent/printing/page/print_format_builder/print_format_builder.js +674,Edit to add content,muokkaa lisäämällä sisältöä
apps/dataent/dataent/public/js/dataent/views/communication.js +101,Select Languages,Valitse Kielet
apps/dataent/dataent/templates/pages/integrations/stripe_checkout.html +41,Card Details,Kortin tiedot
apps/dataent/dataent/__init__.py +564,No permission for {0},Ei lupaa {0}
DocType: DocType,Advanced,tarkka
apps/dataent/dataent/integrations/doctype/razorpay_settings/razorpay_settings.py +79,Seems API Key or API Secret is wrong !!!,Näyttäisi sovellusliittymäavain tai API Secret on väärin !!!
apps/dataent/dataent/templates/emails/auto_reply.html +3,Reference: {0} {1},Viite: {0} {1}
apps/dataent/dataent/desk/page/setup_wizard/install_fixtures.py +16,Mrs,rouva
DocType: File,Attached To Name,Liitetty (nimi)
DocType: Address,Address Type,osoitteen tyyppi
apps/dataent/dataent/email/receive.py +94,Invalid User Name or Support Password. Please rectify and try again.,"virheellinen käyttäjätunnus tai tukisalasana, korjaa ja yritä uudelleen"
DocType: Email Account,Yahoo Mail,Yahoo sähköposti
apps/dataent/dataent/limits.py +77,Your subscription will expire tomorrow.,Tilauksesi vanhenee huomenna.
apps/dataent/dataent/email/doctype/notification/notification.py +202,Error in Notification,Ilmoitusvirhe
apps/dataent/dataent/desk/page/setup_wizard/install_fixtures.py +16,Madam,Rouva
apps/dataent/dataent/desk/page/activity/activity_row.html +21,Updated {0}: {1},Päivitetty {0}: {1}
apps/dataent/dataent/desk/page/setup_wizard/install_fixtures.py +16,Master,valvonta
DocType: DocType,User Cannot Create,Käyttäjä ei voi luoda
apps/dataent/dataent/core/doctype/file/file.py +320,Folder {0} does not exist,Kansio {0} ei ole olemassa
apps/dataent/dataent/integrations/doctype/dropbox_settings/dropbox_settings.py +318,Dropbox access is approved!,Dropbox pääsy on hyväksytty!
DocType: Customize Form,Enter Form Type,Tietueen tyyppi
apps/dataent/dataent/public/js/dataent/views/kanban/kanban_view.js +13,Missing parameter Kanban Board Name,Kanbanin hallituksen nimi puuttuu
apps/dataent/dataent/public/js/dataent/list/list_sidebar_stat.html +5,No records tagged.,tietueita ei ole tagattu
apps/dataent/dataent/printing/page/print_format_builder/print_format_builder.js +466,Remove Field,Poista Field
apps/dataent/dataent/public/js/dataent/request.js +31,You are not connected to Internet. Retry after sometime.,Et ole yhteydessä Internetiin. Yritä uudelleen joskus.
DocType: User,Send Password Update Notification,Lähetä salasanan päivitysilmoitus
apps/dataent/dataent/public/js/legacy/form.js +62,"Allowing DocType, DocType. Be careful!",Sallitaan tietuetyyppi: tietuetyyppi. Ole varovainen!
apps/dataent/dataent/config/core.py +32,"Customized Formats for Printing, Email","Mukautetut muodot tulostukseen, sähköpostiin"
apps/dataent/dataent/public/js/dataent/desk.js +477,Updated To New Version,Päivitetty uuteen versioon
DocType: Custom Field,Depends On,riippuu
DocType: Kanban Board Column,Green,vihreä
DocType: Custom DocPerm,Additional Permissions,lisäkäyttöoikeudet
DocType: Email Account,Always use Account's Email Address as Sender,Käytä lähettäjänä aina tätä sähköpostiosoitetta
apps/dataent/dataent/templates/includes/comments/comments.html +21,Login to comment,Kirjaudu kommentoidaksesi
apps/dataent/dataent/core/doctype/data_import/importer.py +24,Start entering data below this line,aloita tietojen syöttäminen tämän viivan alapuolelle
apps/dataent/dataent/public/js/dataent/form/footer/timeline.js +511,changed values for {0},muuttuneita arvoja {0}
apps/dataent/dataent/email/doctype/email_account/email_account.py +55,"Email ID must be unique, Email Account already exists \
				for {0}","Sähköpostiosoitteen on oltava yksilöllinen, Sähköpostiosoite on jo olemassa \ for {0}"
DocType: Workflow State,retweet,retweet
apps/dataent/dataent/public/js/dataent/form/templates/print_layout.html +23,Customize...,Muokata ...
DocType: Print Format,Align Labels to the Right,Kohdista tarrat oikealle
apps/dataent/dataent/custom/doctype/customize_form/customize_form.js +223,Specify the value of the field,määritä kentän arvo
DocType: Report,Disabled,Passiivinen
DocType: File,Uploaded To Dropbox,Ladattu Dropboxiin
DocType: Workflow State,eye-close,silmä-kiinni
DocType: OAuth Provider Settings,OAuth Provider Settings,OAuth Provider Asetukset
apps/dataent/dataent/config/setup.py +271,Applications,sovellukset
apps/dataent/dataent/public/js/dataent/request.js +385,Report this issue,raportti tästä aiheesta
DocType: Custom Script,Adds a custom script (client or server) to a DocType,lisää oman  (asiakas- tai palvelin-) sovelmaskriptin tietuetyypin kanssa käytettäväksi
DocType: Address,City/Town,kaupunki/kunta
DocType: Data Migration Connector,Connector Name,Liittimen nimi
DocType: Address,Is Your Company Address,Is Your Company Osoite
apps/dataent/dataent/public/js/dataent/form/grid_row_form.js +43,Editing Row,Muokataan riviä
DocType: Workflow Action Master,Workflow Action Master,Työketjun toiminnon valvonta
DocType: Custom Field,Field Type,Kentän tyyppi
apps/dataent/dataent/utils/data.py +550,only.,vain.
apps/dataent/dataent/core/doctype/user/user.py +1018,OTP secret can only be reset by the Administrator.,Järjestelmänvalvoja voi palauttaa OTP-salaisuuden vain.
apps/dataent/dataent/utils/password_strength.py +135,Avoid years that are associated with you.,"Vältä vuotta, jotka liittyvät sinua."
apps/dataent/dataent/config/setup.py +44,Restrict user for specific document,Rajoita käyttäjän tiettyä asiakirjaa
DocType: GSuite Templates,GSuite Templates,GSuite Mallit
apps/dataent/dataent/public/js/dataent/views/reports/reportview.js +669,Descending,aleneva
apps/dataent/dataent/utils/goal.py +110,Goal,tavoite
apps/dataent/dataent/email/receive.py +60,Invalid Mail Server. Please rectify and try again.,"virheellinen sähköpostiserveri, korjaa ja yritä uudelleen"
DocType: DocField,"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.","saadaksesi linkin, siirry asiakirjatyyppi aluelle, vaihtoehtoluetteloon, jokainen valinta tulee uudelle riville"
DocType: Workflow State,film,elokuva
apps/dataent/dataent/model/db_query.py +447,No permission to read {0},Ei lupaa lukea {0}
apps/dataent/dataent/config/desktop.py +8,Tools,Työkalut
apps/dataent/dataent/utils/password_strength.py +134,Avoid recent years.,Vältä viime vuosina.
apps/dataent/dataent/utils/nestedset.py +240,Multiple root nodes not allowed.,kannalla ei voi olla useampaa sidosta
DocType: Note,"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.","Jos käytössä, käyttäjät saavat ilmoituksen aina, kun he sisään. Jos ei ole käytössä, käyttäjät vain ilmoitetaan kerran."
apps/dataent/dataent/core/doctype/doctype/doctype.py +691,Invalid {0} condition,Virheellinen {0} ehto
DocType: OAuth Client,"If checked, users will not see the Confirm Access dialog.","Mikäli valittu, käyttäjät eivät näe Vahvista Access dialogi."
apps/dataent/dataent/public/js/dataent/views/reports/reportview.js +542,ID field is required to edit values using Report. Please select the ID field using the Column Picker,"kentän tunnus vaaditaan arvojen muokkaamiseen raportin avulla, valitse kentän käyttämällä sarakkeen valitsijaa"
apps/dataent/dataent/public/js/dataent/model/model.js +25,Comments,Kommentit
apps/dataent/dataent/public/js/dataent/dom.js +274,Confirm,vahvista
apps/dataent/dataent/www/login.html +59,Forgot Password?,Unohtuiko salasana?
DocType: System Settings,yyyy-mm-dd,vvvv-kk-pp
apps/dataent/dataent/desk/report/todo/todo.py +19,ID,ID
apps/dataent/dataent/integrations/doctype/razorpay_settings/razorpay_settings.py +100,Server Error,Palvelinvirhe
apps/dataent/dataent/email/doctype/email_account/email_account.py +46,Login Id is required,kirjautumistunnus vaaditaan
DocType: Website Slideshow,Website Slideshow,Verkkosivuston Kuvaesitys
apps/dataent/dataent/public/js/dataent/form/grid.js +58,No Data,Ei tietoja
DocType: Website Settings,"Link that is the website home page. Standard Links (index, login, products, blog, about, contact)","linkki netin kotisivuille, peruslinkit (pääsivu, kirjaudu, tuotteet, blogi, tietoa, yhteystiedot)"
apps/dataent/dataent/email/doctype/email_account/email_account.py +173,Authentication failed while receiving emails from Email Account {0}. Message from server: {1},Todennus epäonnistui yritettäessä noutaa posteja sähköpostitililtä {0}. Palvelimen vastaus: {1}
DocType: Custom Field,Custom Field,Mukautettu kenttä
apps/dataent/dataent/email/doctype/notification/notification.py +36,Please specify which date field must be checked,Määritä mikä päiväkenttä tulee tarkistaa
DocType: Custom DocPerm,Set User Permissions,Aseta käyttäjän oikeudet
apps/dataent/dataent/permissions.py +200,Not allowed for {0} = {1},Ei sallittu {0} = {1}
DocType: Email Account,Email Account Name,Sähköpostitilin nimi
apps/dataent/dataent/integrations/doctype/dropbox_settings/dropbox_settings.py +268,Something went wrong while generating dropbox access token. Please check error log for more details.,Jokin meni vikaan luotaessa dropboxin käyttöoikeustunnukseksi. Tarkista virhelokista lisätietoja.
DocType: File,old_parent,old_parent
apps/dataent/dataent/config/desk.py +54,"Newsletters to contacts, leads.","uutiskirjeet yhteystiedoiksi, liideiksi"
DocType: Email Account,"e.g. ""Support"", ""Sales"", ""Jerry Yang""","esim, ""tuki"", ""myynti"", ""Jerry Yang"""
apps/dataent/dataent/twofactor.py +136,Incorrect Verification code,Virheellinen vahvistuskoodi
DocType: DocField,Description,Kuvaus
DocType: Print Settings,Repeat Header and Footer in PDF,PDF:n toistuva ylä- ja alatunniste
DocType: Address Template,Is Default,käytä oletuksena
DocType: Data Migration Connector,Connector Type,Liittimen tyyppi
apps/dataent/dataent/desk/doctype/kanban_board/kanban_board.py +24,Column Name cannot be empty,Sarake nimi ei voi olla tyhjä
apps/dataent/dataent/email/doctype/email_account/email_account.py +255,Error while connecting to email account {0},"Virhe, kun muodostat yhteyden sähköpostitiliin {0}"
DocType: Workflow State,fast-forward,pikakelaus eteenpäin
DocType: Communication,Communication,Viestintä
apps/dataent/dataent/printing/page/print_format_builder/print_format_builder_column_selector.html +1,"Check columns to select, drag to set order.","valitse sarakkeita täppäämällä, siirrä tehdäksesi tilaus"
apps/dataent/dataent/public/js/dataent/views/reports/reportview.js +807,This is PERMANENT action and you cannot undo. Continue?,Tätä toimenpidettä ei voi kumota eikä perua sen suorittamisen jälkeen. Jatketaanko silti?
apps/dataent/dataent/templates/emails/new_message.html +4,Login and view in Browser,Sisäänkirjautuminen ja näkymä selaimessa
DocType: Event,Every Day,joka päivä
DocType: LDAP Settings,Password for Base DN,Salasana Base DN
apps/dataent/dataent/core/doctype/version/version_view.html +73,Table Field,Taulukko Field
apps/dataent/dataent/public/js/dataent/views/kanban/kanban_view.js +242,Columns based on,Sarakkeet perustuvat
apps/dataent/dataent/config/integrations.py +108,Enter keys to enable integration with Google GSuite,"Anna avaimet, jotta integrointi Google GSuite"
DocType: Workflow State,move,liikkua
apps/dataent/dataent/model/document.py +1263,Action Failed,Toimenpide epäonnistui
DocType: List Filter,For User,User
DocType: View log,View log,Näytä loki
apps/dataent/dataent/public/js/dataent/views/treeview.js +380,Chart of Accounts,tilikartta
DocType: Address,Assam,Assam
apps/dataent/dataent/core/page/usage_info/usage_info.html +5,You have {0} days left in your subscription,Sinulla on {0} päivää jäljellä tilauksessasi
apps/dataent/dataent/email/doctype/email_domain/email_domain.py +57,Outgoing email account not correct,Lähtevän sähköpostitili ole oikein
DocType: Transaction Log,Chaining Hash,Chaining Hash
apps/dataent/dataent/core/doctype/user/user.py +771,Temperorily Disabled,Tilapäisesti pois käytöstä
apps/dataent/dataent/contacts/doctype/contact/contact.py +85,Please set Email Address,Määritä sähköpostiosoite
DocType: System Settings,Date and Number Format,Päivämäärän ja numeron muoto
apps/dataent/dataent/model/document.py +1064,one of,Yksi
apps/dataent/dataent/public/js/dataent/desk.js +156,Checking one moment,Tarkistetaan yksi hetki
